id,keywords,query,num_altered,altered_ids
e3ca083901d78d37,"[""['sheep', 'goat']""]","A sheep and a goat",5,"['e3ca083901d78d37_m03fwl_e729982c_OpenImages_StableDiffusion_XL', 'e3ca083901d78d37_m03fwl_e729982c_OpenImages_Kandinsky_2_2', 'e3ca083901d78d37_m03fwl_e729982c_OpenImages_StableDiffusion_v4', 'e3ca083901d78d37_m03fwl_c77a8e73_OpenImages_StableDiffusion_v5', 'e3ca083901d78d37_m07bgp_fc553acc_OpenImages_StableDiffusion_v4']"
74b714ee6721e879,"[""['luggage and bags', 'girl']""]","A girl and luggage and bags",14,"['74b714ee6721e879_m0hf58v5_c3daf51e_OpenImages_StableDiffusion_v5', '74b714ee6721e879_m0hf58v5_1c57b3c7_OpenImages_OpenJourney', '74b714ee6721e879_m0hf58v5_afef6879_OpenImages_OpenJourney', '74b714ee6721e879_m0hf58v5_5e605181_OpenImages_StableDiffusion_XL', '74b714ee6721e879_m0hf58v5_1fed12e0_OpenImages_StableDiffusion_v4', '74b714ee6721e879_m0hf58v5_afef6879_OpenImages_OpenJourney', '74b714ee6721e879_m0hf58v5_1ea14f78_OpenImages_StableDiffusion_v4', '74b714ee6721e879_m0hf58v5_5e605181_OpenImages_OpenJourney', '74b714ee6721e879_m0hf58v5_5e605181_OpenImages_Kandinsky_2_2', '74b714ee6721e879_m0hf58v5_f6f92558_OpenImages_StableDiffusion_XL', '74b714ee6721e879_m0hf58v5_76b2130c_OpenImages_StableDiffusion_v4', '74b714ee6721e879_m05r655_273e4c7c_OpenImages_StableDiffusion_v4', '74b714ee6721e879_m0hf58v5_afef6879_OpenImages_StableDiffusion_XL', '74b714ee6721e879_m0hf58v5_afef6879_OpenImages_Kandinsky_2_2']"
74563583796dcea3,"[""['monkey']""]","A monkey",3,"['74563583796dcea3_m08pbxl_b579067d_OpenImages_StableDiffusion_v4', '74563583796dcea3_m08pbxl_b579067d_OpenImages_StableDiffusion_v4', '74563583796dcea3_m08pbxl_b579067d_OpenImages_StableDiffusion_v5']"
7836e79ccd8a924a,"[""['human body', 'horse', 'bull']""]","A human body a horse and a bull",3,"['7836e79ccd8a924a_m02p0tk3_d1c86e37_OpenImages_StableDiffusion_XL', '7836e79ccd8a924a_m02p0tk3_d1c86e37_OpenImages_StableDiffusion_XL', '7836e79ccd8a924a_m02p0tk3_d1c86e37_OpenImages_Kandinsky_2_2']"
38776582a81af18f,"[""['christmas tree', 'toy']""]","A christmas tree and a toy",3,"['38776582a81af18f_m0138tl_c7c6ad6a_OpenImages_StableDiffusion_XL', '38776582a81af18f_m025nd_4cb0b1e7_OpenImages_OpenJourney', '38776582a81af18f_m025nd_4cb0b1e7_OpenImages_Kandinsky_2_2']"
94e41c296bd7ffb3,"[""['missile', 'rocket']""]","A missile rocket",4,"['94e41c296bd7ffb3_m09rvcxw_d6d5aff7_OpenImages_StableDiffusion_v4', '94e41c296bd7ffb3_m04ylt_e453696b_OpenImages_OpenJourney', '94e41c296bd7ffb3_m04ylt_4b0e1e3a_OpenImages_Kandinsky_2_2', '94e41c296bd7ffb3_m09rvcxw_611a2714_OpenImages_StableDiffusion_v5']"
39988dc3a63d8751,"[""['pillow', 'chest of drawers']""]","A pillow and a chest of drawers",3,"['39988dc3a63d8751_m05kyg__bc0870bb_OpenImages_OpenJourney', '39988dc3a63d8751_m05kyg__bc0870bb_OpenImages_StableDiffusion_v4', '39988dc3a63d8751_m05kyg__bc0870bb_OpenImages_StableDiffusion_v5']"
f49b39356ee510f4,"[""['rhinoceros']""]","A rhinoceros",3,"['f49b39356ee510f4_m03d443_2c667277_OpenImages_StableDiffusion_XL', 'f49b39356ee510f4_m03d443_2c667277_OpenImages_StableDiffusion_v5', 'f49b39356ee510f4_m03d443_2c667277_OpenImages_OpenJourney']"
1fe7a99c23f64885,"[""['cattle', 'goat']""]","A goat and cattle",3,"['1fe7a99c23f64885_m03fwl_5cf9caaa_OpenImages_StableDiffusion_v4', '1fe7a99c23f64885_m03fwl_5cf9caaa_OpenImages_Kandinsky_2_2', '1fe7a99c23f64885_m03fwl_5cf9caaa_OpenImages_OpenJourney']"
2646412c48fa2d2f,"[""['croissant']""]","A croissant",4,"['2646412c48fa2d2f_m015wgc_d0623c87_OpenImages_StableDiffusion_v5', '2646412c48fa2d2f_m015wgc_3fdf6526_OpenImages_StableDiffusion_XL', '2646412c48fa2d2f_m015wgc_8989b74b_OpenImages_StableDiffusion_v5', '2646412c48fa2d2f_m015wgc_9272c13d_OpenImages_StableDiffusion_v5']"
97bd4d44d3eba27d,"[""['man', 'bicycle wheel']""]","A man with a bicycle wheel",9,"['97bd4d44d3eba27d_m01bqk0_d7c1edac_OpenImages_Kandinsky_2_2', '97bd4d44d3eba27d_m01bqk0_d6fd7d47_OpenImages_StableDiffusion_XL', '97bd4d44d3eba27d_m01bqk0_e7019351_OpenImages_StableDiffusion_v4', '97bd4d44d3eba27d_m01bqk0_d6fd7d47_OpenImages_StableDiffusion_v5', '97bd4d44d3eba27d_m01bqk0_d346951f_OpenImages_StableDiffusion_v5', '97bd4d44d3eba27d_m01bqk0_4bebeba5_OpenImages_StableDiffusion_XL', '97bd4d44d3eba27d_m01bqk0_d346951f_OpenImages_StableDiffusion_XL', '97bd4d44d3eba27d_m01bqk0_d7c1edac_OpenImages_StableDiffusion_XL', '97bd4d44d3eba27d_m01bqk0_d346951f_OpenImages_StableDiffusion_v4']"
bcb52a962e3bed87,"[""['tea', 'coffee (drink)', 'coffee cup', 'mug']""]","A mug of tea and a coffee cup",4,"['bcb52a962e3bed87_m02vqfm_a96e4bc9_OpenImages_StableDiffusion_v5', 'bcb52a962e3bed87_m07clx_38883a42_OpenImages_StableDiffusion_v4', 'bcb52a962e3bed87_m02jvh9_5e2a7798_OpenImages_StableDiffusion_v5', 'bcb52a962e3bed87_m02p5f1q_6bc13052_OpenImages_StableDiffusion_v4']"
ddb2047a165799b4,"[""['cocktail', 'juice']""]","A cocktail and some juice",7,"['ddb2047a165799b4_m01z1kdw_464fcb49_OpenImages_Kandinsky_2_2', 'ddb2047a165799b4_m01z1kdw_3f98c0b1_OpenImages_StableDiffusion_XL', 'ddb2047a165799b4_m024g6_d284a514_OpenImages_Kandinsky_2_2', 'ddb2047a165799b4_m024g6_6a6e67c7_OpenImages_StableDiffusion_XL', 'ddb2047a165799b4_m024g6_d284a514_OpenImages_StableDiffusion_XL', 'ddb2047a165799b4_m024g6_d284a514_OpenImages_StableDiffusion_v4', 'ddb2047a165799b4_m01z1kdw_9228397f_OpenImages_StableDiffusion_v4']"
409fb6aa7a58f7fc,"[""['aircraft']""]","An aircraft",4,"['409fb6aa7a58f7fc_m0k5j_411c0b20_OpenImages_OpenJourney', '409fb6aa7a58f7fc_m0k5j_812f4721_OpenImages_Kandinsky_2_2', '409fb6aa7a58f7fc_m0k5j_812f4721_OpenImages_OpenJourney', '409fb6aa7a58f7fc_m0k5j_411c0b20_OpenImages_StableDiffusion_v4']"
279ca908e642fd7a,"[""['boy', 'human mouth']""]","A boy and a human mouth",3,"['279ca908e642fd7a_m01bl7v_2baaa389_OpenImages_StableDiffusion_v5', '279ca908e642fd7a_m0283dt1_a38102e3_OpenImages_StableDiffusion_v5', '279ca908e642fd7a_m0283dt1_a38102e3_OpenImages_OpenJourney']"
3d37a6b6be146c12,"[""['goat']""]","A goat",6,"['3d37a6b6be146c12_m03fwl_9798d876_OpenImages_StableDiffusion_XL', '3d37a6b6be146c12_m03fwl_29b9b44c_OpenImages_Kandinsky_2_2', '3d37a6b6be146c12_m03fwl_c2936328_OpenImages_Kandinsky_2_2', '3d37a6b6be146c12_m03fwl_a0fbb0f8_OpenImages_OpenJourney', '3d37a6b6be146c12_m03fwl_55e995fb_OpenImages_StableDiffusion_v4', '3d37a6b6be146c12_m03fwl_4140911e_OpenImages_StableDiffusion_v5']"
00812a688e387d43,"[""['shorts']""]","Some shorts",3,"['00812a688e387d43_m01bfm9_d7781747_OpenImages_StableDiffusion_v4', '00812a688e387d43_m01bfm9_d7781747_OpenImages_OpenJourney', '00812a688e387d43_m01bfm9_d7781747_OpenImages_StableDiffusion_v4']"
26912ba548456bd8,"[""['skyscraper']""]","A skyscraper",3,"['26912ba548456bd8_m079cl_fa14470b_OpenImages_StableDiffusion_v4', '26912ba548456bd8_m079cl_fa14470b_OpenImages_StableDiffusion_XL', '26912ba548456bd8_m079cl_fa14470b_OpenImages_StableDiffusion_v4']"
c3eed75afb2a6e35,"[""['spoon', 'coffee (drink)', 'saucer', 'coffee cup', 'tea']""]","A coffee cup on a saucer with a spoon",4,"['c3eed75afb2a6e35_m07clx_d6fb66fc_OpenImages_StableDiffusion_XL', 'c3eed75afb2a6e35_m02vqfm_e6d677ff_OpenImages_StableDiffusion_v5', 'c3eed75afb2a6e35_m03q5c7_1fb56a5b_OpenImages_StableDiffusion_v4', 'c3eed75afb2a6e35_m02p5f1q_db2068cf_OpenImages_StableDiffusion_XL']"
c6d4685fc6df6d16,"[""['tomato']""]","A tomato",3,"['c6d4685fc6df6d16_m07j87_3756aa05_OpenImages_StableDiffusion_XL', 'c6d4685fc6df6d16_m07j87_e0dab977_OpenImages_Kandinsky_2_2', 'c6d4685fc6df6d16_m07j87_a699a844_OpenImages_StableDiffusion_v5']"
ceec94afe83824f8,"[""['bread']""]","Some bread",3,"['ceec94afe83824f8_m09728_0fff56df_OpenImages_StableDiffusion_XL', 'ceec94afe83824f8_m09728_0fff56df_OpenImages_Kandinsky_2_2', 'ceec94afe83824f8_m09728_805386e9_OpenImages_OpenJourney']"
6d1bfe7adfaf407d,"[""['hamburger', 'cheese']""]","A hamburger with cheese",4,"['6d1bfe7adfaf407d_m01nkt_9b7e162d_OpenImages_StableDiffusion_XL', '6d1bfe7adfaf407d_m01nkt_7df09d42_OpenImages_Kandinsky_2_2', '6d1bfe7adfaf407d_m0cdn1_5859eb46_OpenImages_Kandinsky_2_2', '6d1bfe7adfaf407d_m01nkt_7df09d42_OpenImages_OpenJourney']"
ffa70a65bc910ea4,"[""['studio couch', 'couch']""]","A studio couch",3,"['ffa70a65bc910ea4_m026qbn5_4aa96570_OpenImages_OpenJourney', 'ffa70a65bc910ea4_m02crq1_60c36773_OpenImages_Kandinsky_2_2', 'ffa70a65bc910ea4_m02crq1_60c36773_OpenImages_OpenJourney']"
f9cf7cec793a2988,"[""['coffee (drink)', 'coffee cup', 'mug', 'sandwich']""]","A coffee cup a mug and a sandwich",3,"['f9cf7cec793a2988_m0l515_80b648a7_OpenImages_OpenJourney', 'f9cf7cec793a2988_m0l515_80b648a7_OpenImages_Kandinsky_2_2', 'f9cf7cec793a2988_m02jvh9_1da3b372_OpenImages_StableDiffusion_v5']"
e1ddd4103569fbab,"[""['harbor seal', 'sea lion', 'carnivore']""]","A harbor seal a sea lion and a carnivore",3,"['e1ddd4103569fbab_m02l8p9_df248772_OpenImages_StableDiffusion_v5', 'e1ddd4103569fbab_m0gd36_640da9fb_OpenImages_StableDiffusion_XL', 'e1ddd4103569fbab_m02l8p9_df248772_OpenImages_StableDiffusion_XL']"
fb43156f7d0a6b94,"[""['platter', 'oyster']""]","A platter of oysters",11,"['fb43156f7d0a6b94_m099ssp_138f28e6_OpenImages_OpenJourney', 'fb43156f7d0a6b94_m0_cp5_db7865ec_OpenImages_Kandinsky_2_2', 'fb43156f7d0a6b94_m0_cp5_1ef7033e_OpenImages_StableDiffusion_v4', 'fb43156f7d0a6b94_m0_cp5_cd842f8a_OpenImages_StableDiffusion_XL', 'fb43156f7d0a6b94_m0_cp5_93239736_OpenImages_StableDiffusion_v5', 'fb43156f7d0a6b94_m0_cp5_1ef7033e_OpenImages_StableDiffusion_XL', 'fb43156f7d0a6b94_m0_cp5_1fcebcbc_OpenImages_StableDiffusion_XL', 'fb43156f7d0a6b94_m0_cp5_a4252e6a_OpenImages_StableDiffusion_XL', 'fb43156f7d0a6b94_m0_cp5_db7865ec_OpenImages_OpenJourney', 'fb43156f7d0a6b94_m0_cp5_04b1990b_OpenImages_Kandinsky_2_2', 'fb43156f7d0a6b94_m0_cp5_e4221ff4_OpenImages_OpenJourney']"
54ba1ec0d85d45b1,"[""['vase', 'rose']""]","A vase of roses",3,"['54ba1ec0d85d45b1_m06m11_ba60c1e5_OpenImages_OpenJourney', '54ba1ec0d85d45b1_m06m11_b51e5de6_OpenImages_StableDiffusion_XL', '54ba1ec0d85d45b1_m02s195_33517d4e_OpenImages_StableDiffusion_XL']"
5a26ee6c6175ae97,"[""['oyster']""]","An oyster",3,"['5a26ee6c6175ae97_m0_cp5_f7940825_OpenImages_Kandinsky_2_2', '5a26ee6c6175ae97_m0_cp5_f7940825_OpenImages_Kandinsky_2_2', '5a26ee6c6175ae97_m0_cp5_29f7401b_OpenImages_Kandinsky_2_2']"
4e1a92be80a8d7f6,"[""['boot']""]","A boot",3,"['4e1a92be80a8d7f6_m01b638_fc2fb0dd_OpenImages_StableDiffusion_v5', '4e1a92be80a8d7f6_m01b638_3bdb606a_OpenImages_StableDiffusion_v5', '4e1a92be80a8d7f6_m01b638_2199e0dd_OpenImages_StableDiffusion_v5']"
63cb39d5401e1a6e,"[""['woman', 'swimwear']""]","A woman wearing swimwear",4,"['63cb39d5401e1a6e_m01gkx__1902402b_OpenImages_OpenJourney', '63cb39d5401e1a6e_m01gkx__6a12c50c_OpenImages_StableDiffusion_XL', '63cb39d5401e1a6e_m01gkx__6a12c50c_OpenImages_OpenJourney', '63cb39d5401e1a6e_m01gkx__3a7d46b6_OpenImages_Kandinsky_2_2']"
28d5b8a619808f60,"[""['flower']""]","A flower",4,"['28d5b8a619808f60_m0c9ph5_8af3740d_OpenImages_OpenJourney', '28d5b8a619808f60_m0c9ph5_8af3740d_OpenImages_Kandinsky_2_2', '28d5b8a619808f60_m0c9ph5_8af3740d_OpenImages_StableDiffusion_v5', '28d5b8a619808f60_m0c9ph5_8af3740d_OpenImages_StableDiffusion_XL']"
abed8a82f3e24f22,"[""['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']""]","A coffee cup and a tea cup on a saucer",8,"['abed8a82f3e24f22_m02vqfm_9ce310e4_OpenImages_StableDiffusion_XL', 'abed8a82f3e24f22_m03q5c7_7f872a60_OpenImages_Kandinsky_2_2', 'abed8a82f3e24f22_m07clx_8500f8f1_OpenImages_StableDiffusion_v4', 'abed8a82f3e24f22_m07clx_8500f8f1_OpenImages_StableDiffusion_XL', 'abed8a82f3e24f22_m02p5f1q_b3118def_OpenImages_Kandinsky_2_2', 'abed8a82f3e24f22_m03q5c7_1779a73d_OpenImages_OpenJourney', 'abed8a82f3e24f22_m0271t_c8983f8c_OpenImages_StableDiffusion_XL', 'abed8a82f3e24f22_m02p5f1q_b3118def_OpenImages_OpenJourney']"
5855782749c3ed0b,"[""['billiard table', 'ball (object)']""]","A ball on a billiard table",4,"['5855782749c3ed0b_m018xm_3e5cb88f_OpenImages_Kandinsky_2_2', '5855782749c3ed0b_m018xm_2ba4bd8e_OpenImages_StableDiffusion_v5', '5855782749c3ed0b_m018xm_67e108f0_OpenImages_StableDiffusion_v5', '5855782749c3ed0b_m018xm_11bd6540_OpenImages_StableDiffusion_XL']"
fa18e35a0def0b4f,"[""['orange (fruit)']""]","An orange",4,"['fa18e35a0def0b4f_m0cyhj__0213c64f_OpenImages_Kandinsky_2_2', 'fa18e35a0def0b4f_m0cyhj__22eeb0f0_OpenImages_StableDiffusion_XL', 'fa18e35a0def0b4f_m0cyhj__fa0bf32e_OpenImages_OpenJourney', 'fa18e35a0def0b4f_m0cyhj__22eeb0f0_OpenImages_StableDiffusion_v5']"
a29e85514998dff0,"[""['bowl', 'orange (fruit)', 'grapefruit', 'apple']""]","A bowl of oranges grapefruit and apple",8,"['a29e85514998dff0_m0cyhj__992ae04b_OpenImages_StableDiffusion_XL', 'a29e85514998dff0_m0cyhj__359415f2_OpenImages_OpenJourney', 'a29e85514998dff0_m04kkgm_1e2b0a67_OpenImages_Kandinsky_2_2', 'a29e85514998dff0_m0hqkz_61ba6c74_OpenImages_StableDiffusion_v5', 'a29e85514998dff0_m0hqkz_a1565d6a_OpenImages_StableDiffusion_v5', 'a29e85514998dff0_m0cyhj__992ae04b_OpenImages_StableDiffusion_v5', 'a29e85514998dff0_m0hqkz_61ba6c74_OpenImages_OpenJourney', 'a29e85514998dff0_m014j1m_e42f14d4_OpenImages_Kandinsky_2_2']"
0ab25a872a3a628f,"[""['spoon']""]","A spoon",3,"['0ab25a872a3a628f_m0cmx8_4f111b11_OpenImages_StableDiffusion_v4', '0ab25a872a3a628f_m0cmx8_af6764aa_OpenImages_Kandinsky_2_2', '0ab25a872a3a628f_m0cmx8_af6764aa_OpenImages_StableDiffusion_XL']"
a0620646a2b9d6e7,"[""['cocktail', 'juice', 'lemon (plant)']""]","A cocktail with juice and a lemon",4,"['a0620646a2b9d6e7_m024g6_be7de5be_OpenImages_StableDiffusion_v5', 'a0620646a2b9d6e7_m09k_b_c81ea6ff_OpenImages_StableDiffusion_v5', 'a0620646a2b9d6e7_m024g6_be7de5be_OpenImages_OpenJourney', 'a0620646a2b9d6e7_m024g6_be7de5be_OpenImages_StableDiffusion_XL']"
b99df92d7b79dec8,"[""['spoon', 'coffee cup', 'drink']""]","A spoon in a coffee cup",3,"['b99df92d7b79dec8_m02p5f1q_a44cfa58_OpenImages_StableDiffusion_v5', 'b99df92d7b79dec8_m02p5f1q_da5dddc7_OpenImages_OpenJourney', 'b99df92d7b79dec8_m0cmx8_a2576d67_OpenImages_Kandinsky_2_2']"
a83f96e6a35124c7,"[""['fish', 'whale', 'dolphin']""]","A fish or whale or dolphin",3,"['a83f96e6a35124c7_m084zz_ee42acf3_OpenImages_StableDiffusion_v4', 'a83f96e6a35124c7_m084zz_6016eb19_OpenImages_StableDiffusion_v5', 'a83f96e6a35124c7_m0ch_cf_4c8e2472_OpenImages_StableDiffusion_XL']"
14a839093eaba2d3,"[""['roller skates']""]","Roller skates",3,"['14a839093eaba2d3_m02p3w7d_a3d9a64d_OpenImages_OpenJourney', '14a839093eaba2d3_m02p3w7d_a3d9a64d_OpenImages_StableDiffusion_XL', '14a839093eaba2d3_m02p3w7d_75aa45ce_OpenImages_StableDiffusion_v5']"
e1065d5f5dbeac8b,"[""['mobile phone']""]","A mobile phone",3,"['e1065d5f5dbeac8b_m050k8_ea724a27_OpenImages_StableDiffusion_XL', 'e1065d5f5dbeac8b_m050k8_ea724a27_OpenImages_StableDiffusion_XL', 'e1065d5f5dbeac8b_m050k8_ea724a27_OpenImages_OpenJourney']"
150b0a3dce58854d,"[""['cheese', 'tomato', 'pizza']""]","A pizza with cheese and tomato",3,"['150b0a3dce58854d_m01nkt_62a50f87_OpenImages_Kandinsky_2_2', '150b0a3dce58854d_m01nkt_62a50f87_OpenImages_Kandinsky_2_2', '150b0a3dce58854d_m0663v_a4227795_OpenImages_Kandinsky_2_2']"
b6436a7302c5eaa4,"[""['human body', 'girl']""]","A girl",3,"['b6436a7302c5eaa4_m02p0tk3_fd5ad728_OpenImages_OpenJourney', 'b6436a7302c5eaa4_m05r655_a10ab734_OpenImages_StableDiffusion_v5', 'b6436a7302c5eaa4_m02p0tk3_fd5ad728_OpenImages_Kandinsky_2_2']"
4f104caa8ad41cdf,"[""['pastry']""]","A pastry",9,"['4f104caa8ad41cdf_m0hnyx_95cfefe3_OpenImages_StableDiffusion_XL', '4f104caa8ad41cdf_m0hnyx_149d2b7b_OpenImages_StableDiffusion_v4', '4f104caa8ad41cdf_m0hnyx_f33b7d78_OpenImages_StableDiffusion_v4', '4f104caa8ad41cdf_m0hnyx_aedced21_OpenImages_StableDiffusion_v4', '4f104caa8ad41cdf_m0hnyx_d6448676_OpenImages_StableDiffusion_v5', '4f104caa8ad41cdf_m0hnyx_4a2dd33c_OpenImages_OpenJourney', '4f104caa8ad41cdf_m0hnyx_07c41d57_OpenImages_OpenJourney', '4f104caa8ad41cdf_m0hnyx_149d2b7b_OpenImages_StableDiffusion_v5', '4f104caa8ad41cdf_m0hnyx_130e3145_OpenImages_StableDiffusion_v4']"
bbfe88937357fd71,"[""['tart', 'tomato', 'cheese', 'bread']""]","A tart and bread with tomato and cheese",6,"['bbfe88937357fd71_m02zvsm_035c220f_OpenImages_StableDiffusion_v5', 'bbfe88937357fd71_m02zvsm_890be05e_OpenImages_StableDiffusion_v4', 'bbfe88937357fd71_m01nkt_76d972d4_OpenImages_OpenJourney', 'bbfe88937357fd71_m09728_ec02070c_OpenImages_OpenJourney', 'bbfe88937357fd71_m02zvsm_3f59aed6_OpenImages_StableDiffusion_v4', 'bbfe88937357fd71_m09728_ec02070c_OpenImages_Kandinsky_2_2']"
