,image_id,image_path,ratio_category,entities,label,og_image
175,74b714ee6721e879_m0hf58v5_1c57b3c7_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_foggy_day_a_photo_of_a_close_up_of_a_bird_with_a_very_big_beak_on_a_windy_day_a_photo_of_a_close_up_of_a_bird_with_a_very_big_beak_on_a_stormy_day_a_photo_of_a_close_up_of_a_bird_with_a_very_big_beak.jpeg,bin3,"['luggage and bags', 'girl']",fake,74b714ee6721e879
177,43363e0ce276cb3a,original/images/OpenImages/43363e0ce276cb3a.jpg,,['pastry'],real,
179,ae2a6c3595f25376,original/images/OpenImages/ae2a6c3595f25376.jpg,,['wheel'],real,
182,0b1ec01b1063caac,original/images/OpenImages/0b1ec01b1063caac.jpg,,['canoe'],real,
183,004c0d4a277cc9a7,original/images/OpenImages/004c0d4a277cc9a7.jpg,,['human mouth'],real,
184,94e41c296bd7ffb3_m09rvcxw_d6d5aff7_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/deserted.jpeg,bin4,"['missile', 'rocket']",fake,94e41c296bd7ffb3
187,39988dc3a63d8751,original/images/OpenImages/39988dc3a63d8751.jpg,,"['pillow', 'chest of drawers']",real,
188,f1ef62ced8931449,original/images/OpenImages/f1ef62ced8931449.jpg,,['cake'],real,
189,d28f907e2ab2c7a4,original/images/OpenImages/d28f907e2ab2c7a4.jpg,,['bird'],real,
194,f49b39356ee510f4_m03d443_2c667277_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/squirrel.jpeg,bin5,['rhinoceros'],fake,f49b39356ee510f4
205,564704c8859245ad,original/images/OpenImages/564704c8859245ad.jpg,,['penguin'],real,
206,1fe7a99c23f64885_m03fwl_5cf9caaa_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/clear.jpeg,bin1,"['cattle', 'goat']",fake,1fe7a99c23f64885
210,6d697cd74387131d,original/images/OpenImages/6d697cd74387131d.jpg,,['mobile phone'],real,
214,59dd49cb5eafc2dd,original/images/OpenImages/59dd49cb5eafc2dd.jpg,,"['woman', 'dress', 'human body']",real,
215,9bddfd8a3f4f75d4,original/images/OpenImages/9bddfd8a3f4f75d4.jpg,,,real,
221,97bd4d44d3eba27d_m01bqk0_d7c1edac_OpenImages_Kandinsky_2_2,"p2p/OpenImages/SDv4/grassy______+
_plain.jpeg",bin4,"['man', 'bicycle wheel']",fake,97bd4d44d3eba27d
224,866ef739d9b754c6,original/images/OpenImages/866ef739d9b754c6.jpg,,,real,
225,c3151cccd094de58,original/images/OpenImages/c3151cccd094de58.jpg,,['person'],real,
226,ee4b39d0dfca43b6,original/images/OpenImages/ee4b39d0dfca43b6.jpg,,"['clothing', 'surfboard']",real,
228,9f4761b8473dbbeb,original/images/OpenImages/9f4761b8473dbbeb.jpg,,"['cocktail', 'suit']",real,
237,36143a1f5feaa77d,original/images/OpenImages/36143a1f5feaa77d.jpg,,"['flowerpot', 'sculpture']",real,
242,cc86fb5ec6c1930a,original/images/OpenImages/cc86fb5ec6c1930a.jpg,,['kangaroo'],real,
246,617337b5e511836b,original/images/OpenImages/617337b5e511836b.jpg,,"['bowl', 'hedgehog']",real,
248,bcb52a962e3bed87_m02vqfm_a96e4bc9_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/foggy.jpeg,bin5,"['tea', 'coffee (drink)', 'coffee cup', 'mug']",fake,bcb52a962e3bed87
249,c306b575a081eed2,original/images/OpenImages/c306b575a081eed2.jpg,,['bird'],real,
251,ddb2047a165799b4_m01z1kdw_464fcb49_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/decorative.jpeg,bin4,"['cocktail', 'juice']",fake,ddb2047a165799b4
252,409fb6aa7a58f7fc_m0k5j_411c0b20_OpenImages_OpenJourney,p2p/OpenImages/SDv4/wooden_cabin_in_the_woods.jpeg,bin5,['aircraft'],fake,409fb6aa7a58f7fc
256,7836e79ccd8a924a_m02p0tk3_d1c86e37_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_snowy_day.jpeg,bin3,"['human body', 'horse', 'bull']",fake,7836e79ccd8a924a
259,c347d70ab05d444d,original/images/OpenImages/c347d70ab05d444d.jpg,,"['clothing', 'piano', 'saxophone']",real,
269,279ca908e642fd7a_m01bl7v_2baaa389_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/motorcycle.jpeg,bin5,"['boy', 'human mouth']",fake,279ca908e642fd7a
273,f47c104cccd3f6a2,original/images/OpenImages/f47c104cccd3f6a2.jpg,,,real,
279,b2916bddaa2d55eb_m021mn_01c63ee5_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/a_piano_in_a_concert_hall.jpeg,bin3,['cookie'],fake,b2916bddaa2d55eb
285,3d37a6b6be146c12,original/images/OpenImages/3d37a6b6be146c12.jpg,,['goat'],real,
288,829a13f7da76739c,original/images/OpenImages/829a13f7da76739c.jpg,,['fish'],real,
289,7c17da3b0ba0e0e2,original/images/OpenImages/7c17da3b0ba0e0e2.jpg,,['car'],real,
291,00812a688e387d43_m01bfm9_d7781747_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/swimming_in.jpeg,bin4,['shorts'],fake,00812a688e387d43
292,b7b19639afed609d,original/images/OpenImages/b7b19639afed609d.jpg,,,real,
298,96014a68f0217da1,original/images/OpenImages/96014a68f0217da1.jpg,,['car'],real,
299,26912ba548456bd8_m079cl_fa14470b_OpenImages_StableDiffusion_v4,"p2p/OpenImages/SDv5/women_++
.jpeg",bin5,['skyscraper'],fake,26912ba548456bd8
302,c3eed75afb2a6e35_m07clx_d6fb66fc_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/at_night.jpeg,bin4,"['spoon', 'coffee (drink)', 'saucer', 'coffee cup', 'tea']",fake,c3eed75afb2a6e35
305,0521fb640b0e3e5e,original/images/OpenImages/0521fb640b0e3e5e.jpg,,,real,
306,c6d4685fc6df6d16,original/images/OpenImages/c6d4685fc6df6d16.jpg,,['tomato'],real,
307,634e9b65bdc2c832,original/images/OpenImages/634e9b65bdc2c832.jpg,,,real,
310,a3f5f241eb13a719,original/images/OpenImages/a3f5f241eb13a719.jpg,,"['duck', 'swan']",real,
311,aea2ef31178cc6d2,original/images/OpenImages/aea2ef31178cc6d2.jpg,,,real,
318,db222764b4233622,original/images/OpenImages/db222764b4233622.jpg,,['clothing'],real,
320,050850ece13f02fd,original/images/OpenImages/050850ece13f02fd.jpg,,['aircraft'],real,
325,c0fe97f0f832e6ef,original/images/OpenImages/c0fe97f0f832e6ef.jpg,,['bird'],real,
328,644ae58bce24c5c7,original/images/OpenImages/644ae58bce24c5c7.jpg,,"['knife', 'dagger']",real,
329,561cafc2d478bc26,original/images/OpenImages/561cafc2d478bc26.jpg,,,real,
330,551a0347472095d6,original/images/OpenImages/551a0347472095d6.jpg,,['dog'],real,
334,b3dcd8151b798534,original/images/OpenImages/b3dcd8151b798534.jpg,,['cat'],real,
339,09af10ae61a4ef27,original/images/OpenImages/09af10ae61a4ef27.jpg,,"['sombrero', 'human body', 'sun hat', 'horse', 'cowboy hat']",real,
340,2cea6fa6d7c15302,original/images/OpenImages/2cea6fa6d7c15302.jpg,,['chest of drawers'],real,
341,ffa70a65bc910ea4_m026qbn5_4aa96570_OpenImages_OpenJourney,p2p/OpenImages/SDv4/motivated.jpeg,bin5,"['studio couch', 'couch']",fake,ffa70a65bc910ea4
344,f9cf7cec793a2988_m0l515_80b648a7_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_a_botanical_garden.jpeg,bin4,"['coffee (drink)', 'coffee cup', 'mug', 'sandwich']",fake,f9cf7cec793a2988
345,c47455f9347a153f,original/images/OpenImages/c47455f9347a153f.jpg,,['skyscraper'],real,
346,0946c11f712ce908,original/images/OpenImages/0946c11f712ce908.jpg,,['suit'],real,
349,44b223d56f487107,original/images/OpenImages/44b223d56f487107.jpg,,['fish'],real,
351,60d83ca9dd9c25bf,original/images/OpenImages/60d83ca9dd9c25bf.jpg,,"['woman', 'girl']",real,
353,35a5bceb42d99bd1,original/images/OpenImages/35a5bceb42d99bd1.jpg,,,real,
355,e1ddd4103569fbab_m02l8p9_df248772_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/colorful.jpeg,bin5,"['harbor seal', 'sea lion', 'carnivore']",fake,e1ddd4103569fbab
359,fb43156f7d0a6b94_m099ssp_138f28e6_OpenImages_OpenJourney,p2p/OpenImages/SDv4/a_red_white.jpeg,bin3,"['platter', 'oyster']",fake,fb43156f7d0a6b94
364,a318feeb61427a14,original/images/OpenImages/a318feeb61427a14.jpg,,"['cake', 'toy']",real,
365,caf3f23b76593335,original/images/OpenImages/caf3f23b76593335.jpg,,['motorcycle'],real,
377,54ba1ec0d85d45b1_m06m11_ba60c1e5_OpenImages_OpenJourney,p2p/OpenImages/SDv4/child.jpeg,bin4,"['vase', 'rose']",fake,54ba1ec0d85d45b1
378,099f5af7592c9fcc,original/images/OpenImages/099f5af7592c9fcc.jpg,,,real,
380,ddb2047a165799b4_m01z1kdw_3f98c0b1_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/man.jpeg,bin4,"['cocktail', 'juice']",fake,ddb2047a165799b4
382,97260cca90e0f0b8,original/images/OpenImages/97260cca90e0f0b8.jpg,,"['cocktail', 'juice']",real,
385,1fe7a99c23f64885,original/images/OpenImages/1fe7a99c23f64885.jpg,,,real,
387,5a26ee6c6175ae97_m0_cp5_f7940825_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/snowy.jpeg,bin4,['oyster'],fake,5a26ee6c6175ae97
390,38caa15a15dd11e7,original/images/OpenImages/38caa15a15dd11e7.jpg,,"['eagle', 'falcon']",real,
391,82fd609fd5eed8fc,original/images/OpenImages/82fd609fd5eed8fc.jpg,,"['monkey', 'carnivore']",real,
392,903db20748b4903d,original/images/OpenImages/903db20748b4903d.jpg,,['trousers'],real,
394,515ed193a1755253,original/images/OpenImages/515ed193a1755253.jpg,,"['burrito', 'submarine sandwich']",real,
397,4e1a92be80a8d7f6_m01b638_fc2fb0dd_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/snowy.jpeg,bin4,['boot'],fake,4e1a92be80a8d7f6
400,9640f318184e3946,original/images/OpenImages/9640f318184e3946.jpg,,['canary'],real,
401,63cb39d5401e1a6e_m01gkx__1902402b_OpenImages_OpenJourney,p2p/OpenImages/SDv4/sausage.jpeg,bin1,"['woman', 'swimwear']",fake,63cb39d5401e1a6e
404,2a60c8cec1b2e6c0,original/images/OpenImages/2a60c8cec1b2e6c0.jpg,,"['aircraft', 'fixed-wing aircraft']",real,
405,fdd5f1af0a0bf049,original/images/OpenImages/fdd5f1af0a0bf049.jpg,,['football'],real,
407,f42f86cbb06d9c47,original/images/OpenImages/f42f86cbb06d9c47.jpg,,['fixed-wing aircraft'],real,
410,d4e6f18989f832e6,original/images/OpenImages/d4e6f18989f832e6.jpg,,['bottle'],real,
411,68d5644e1524fc88,original/images/OpenImages/68d5644e1524fc88.jpg,,,real,
412,28d5b8a619808f60_m0c9ph5_8af3740d_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_a_thunderstorm.jpeg,bin5,['flower'],fake,28d5b8a619808f60
415,abed8a82f3e24f22_m02vqfm_9ce310e4_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/on_a_dry_day.jpeg,bin3,"['coffee (drink)', 'saucer', 'drink', 'coffee cup', 'tea']",fake,abed8a82f3e24f22
416,5855782749c3ed0b,original/images/OpenImages/5855782749c3ed0b.jpg,,"['billiard table', 'ball (object)']",real,
417,5177da9960ab6e14,original/images/OpenImages/5177da9960ab6e14.jpg,,,real,
418,f820c39c5300de83_m03bt1vf_aaed1c4e_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/in_the_middle_of_the_ocean.jpeg,bin5,"['shorts', 'volleyball (ball)', 'woman']",fake,f820c39c5300de83
421,fa18e35a0def0b4f_m0cyhj__0213c64f_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/on_a_windy_day.jpeg,bin2,['orange (fruit)'],fake,fa18e35a0def0b4f
422,4dc1342abd6b261a,original/images/OpenImages/4dc1342abd6b261a.jpg,,,real,
425,9ef8cd59a06e5aa0,original/images/OpenImages/9ef8cd59a06e5aa0.jpg,,,real,
427,56f184605e749fcc,original/images/OpenImages/56f184605e749fcc.jpg,,"['sheep', 'goat']",real,
428,8e884a9e70e9eb89,original/images/OpenImages/8e884a9e70e9eb89.jpg,,"['van', 'bus']",real,
429,031a9a1a6da31e6d,original/images/OpenImages/031a9a1a6da31e6d.jpg,,,real,
433,043c5c5448186b26,original/images/OpenImages/043c5c5448186b26.jpg,,['monkey'],real,
441,0ab25a872a3a628f,original/images/OpenImages/0ab25a872a3a628f.jpg,,['spoon'],real,
449,fe3937bbea6ca5b2,original/images/OpenImages/fe3937bbea6ca5b2.jpg,,"['mule', 'horse']",real,
459,a0620646a2b9d6e7,original/images/OpenImages/a0620646a2b9d6e7.jpg,,"['cocktail', 'juice', 'lemon (plant)']",real,
460,b99df92d7b79dec8_m02p5f1q_a44cfa58_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/at_night.jpeg,bin5,"['spoon', 'coffee cup', 'drink']",fake,b99df92d7b79dec8
462,866ef739d9b754c6,original/images/OpenImages/866ef739d9b754c6.jpg,,['cat'],real,
467,0edd8f0501350781,original/images/OpenImages/0edd8f0501350781.jpg,,,real,
478,3139e33f530d0f40,original/images/OpenImages/3139e33f530d0f40.jpg,,,real,
479,73261120c130f89f,original/images/OpenImages/73261120c130f89f.jpg,,,real,
485,a83f96e6a35124c7_m084zz_ee42acf3_OpenImages_StableDiffusion_v4,p2p/OpenImages/SDv5/vase.jpeg,bin4,"['fish', 'whale', 'dolphin']",fake,a83f96e6a35124c7
491,a0620646a2b9d6e7_m024g6_be7de5be_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_beautiful_easter_sunday.jpeg,bin5,"['cocktail', 'juice', 'lemon (plant)']",fake,a0620646a2b9d6e7
496,14a839093eaba2d3_m02p3w7d_a3d9a64d_OpenImages_OpenJourney,p2p/OpenImages/SDv4/in_the_heat_of_the_summer.jpeg,bin3,['roller skates'],fake,14a839093eaba2d3
503,61431db43e2b6760,original/images/OpenImages/61431db43e2b6760.jpg,,,real,
508,e1065d5f5dbeac8b_m050k8_ea724a27_OpenImages_StableDiffusion_XL,p2p/OpenImages/OJ/bunch_of_brightly_colored_flowers_would_brighten_up.jpeg,bin5,['mobile phone'],fake,e1065d5f5dbeac8b
509,39988dc3a63d8751_m05kyg__bc0870bb_OpenImages_OpenJourney,p2p/OpenImages/SDv4/on_a_stormy_day.jpeg,bin4,"['pillow', 'chest of drawers']",fake,39988dc3a63d8751
510,150b0a3dce58854d,original/images/OpenImages/150b0a3dce58854d.jpg,,,real,
515,a15d82ecba352ff3,original/images/OpenImages/a15d82ecba352ff3.jpg,,,real,
518,d128b2c058dd2e58,original/images/OpenImages/d128b2c058dd2e58.jpg,,['bread'],real,
523,3d37a6b6be146c12_m03fwl_9798d876_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/at_night_with_a_bright_moon_and_stars_in_the_sky.jpeg,bin1,['goat'],fake,3d37a6b6be146c12
524,b6436a7302c5eaa4_m02p0tk3_fd5ad728_OpenImages_OpenJourney,p2p/OpenImages/SDv4/an_elderly.jpeg,bin3,"['human body', 'girl']",fake,b6436a7302c5eaa4
525,640f2de7bf932a0e,original/images/OpenImages/640f2de7bf932a0e.jpg,,['boy'],real,
530,6f92b1d6d57018e4,original/images/OpenImages/6f92b1d6d57018e4.jpg,,['bird'],real,
534,bcb11fa11b249599,original/images/OpenImages/bcb11fa11b249599.jpg,,,real,
537,c3eed75afb2a6e35_m02vqfm_e6d677ff_OpenImages_StableDiffusion_v5,p2p/OpenImages/SDv5/stoic.jpeg,bin4,"['spoon', 'coffee (drink)', 'saucer', 'coffee cup', 'tea']",fake,c3eed75afb2a6e35
539,4f104caa8ad41cdf_m0hnyx_95cfefe3_OpenImages_StableDiffusion_XL,p2p/ADE20K/OJ/sofa_and_a_tv.jpeg,bin2,['pastry'],fake,4f104caa8ad41cdf
541,319f6b0335680d93,original/images/OpenImages/319f6b0335680d93.jpg,,,real,
542,65869ed6d6a6ba7f,original/images/OpenImages/65869ed6d6a6ba7f.jpg,,['camera'],real,
545,f674ea0391dc22ad,original/images/OpenImages/f674ea0391dc22ad.jpg,,,real,
548,bbfe88937357fd71,original/images/OpenImages/bbfe88937357fd71.jpg,,"['tart', 'tomato', 'cheese', 'bread']",real,
554,43200d1e5c86e555_m0jg57_e046de35_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/under_the_sun.jpeg,bin4,['bell pepper'],fake,43200d1e5c86e555
557,580b2fe0333192e0_m02vqfm_32b94d0d_OpenImages_OpenJourney,p2p/OpenImages/SDv4/a_lunch_box.jpeg,bin5,"['coffee (drink)', 'coffee cup']",fake,580b2fe0333192e0
560,16af0e13b34bbe4d_m09qck_408e71c3_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/cooking.jpeg,bin3,['banana'],fake,16af0e13b34bbe4d
561,2c9317f0796da091,original/images/OpenImages/2c9317f0796da091.jpg,,['flower'],real,
563,701d9f182fd8b979_m03hj559_cbd04d7e_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/canal.jpeg,bin5,"['coffee cup', 'bowl', 'mixing bowl']",fake,701d9f182fd8b979
565,08e0a62e92643799_m0138tl_26a3f880_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/on_a_foggy_day.jpeg,bin4,['toy'],fake,08e0a62e92643799
566,6278b4b5166f4bac,original/images/OpenImages/6278b4b5166f4bac.jpg,,['balloon'],real,
568,c8138a077cb4e691,original/images/OpenImages/c8138a077cb4e691.jpg,,,real,
571,022d642a36f4a551,original/images/OpenImages/022d642a36f4a551.jpg,,['cat'],real,
574,6a951ffda4eb0a0b_m0c29q_3b6d8e40_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/ranch.jpeg,bin5,"['leopard', 'cheetah', 'jaguar (animal)']",fake,6a951ffda4eb0a0b
577,e4cd7768516a6b87,original/images/OpenImages/e4cd7768516a6b87.jpg,,,real,
587,8fe2a481df8539eb,original/images/OpenImages/8fe2a481df8539eb.jpg,,"['cattle', 'goat']",real,
589,0821a0f6daea49e8,original/images/OpenImages/0821a0f6daea49e8.jpg,,"['vase', 'flowerpot']",real,
592,c3329dbd87577323,original/images/OpenImages/c3329dbd87577323.jpg,,['guitar'],real,
595,05122205d3994c32_m05vtc_d52573a4_OpenImages_Kandinsky_2_2,p2p/OpenImages/SDv4/experienced.jpeg,bin3,['potato'],fake,05122205d3994c32
600,8e07e22dec62040b,original/images/OpenImages/8e07e22dec62040b.jpg,,['piano'],real,
604,1d497ff1c6a29c5a,original/images/OpenImages/1d497ff1c6a29c5a.jpg,,"['pillow', 'studio couch', 'sofa bed', 'loveseat']",real,
605,f0c2018071eae797,original/images/OpenImages/f0c2018071eae797.jpg,,,real,
609,229069c3eadf0cc4_m02p5f1q_704145db_OpenImages_StableDiffusion_v5,p2p/OpenImages/OJ/with_a_monocular.jpeg,bin5,['coffee cup'],fake,229069c3eadf0cc4
617,6b5a5dacaef4cc8c,original/images/OpenImages/6b5a5dacaef4cc8c.jpg,,,real,
618,ba0175044eef6ebb,original/images/OpenImages/ba0175044eef6ebb.jpg,,,real,
620,ae99b78d6ef7c1ba,original/images/OpenImages/ae99b78d6ef7c1ba.jpg,,,real,
