image_id,image_path,dataset,entities,class,label,mask_id,mask_path,mask_name,ratio,method,model,perturbed_mask_name,sem_magnitude,quality_flag,cap2_img2,direct_sim,language_model,dreamsim,lpips_score,sen_sim,clip_sim,mse_rgb,mse_gray,ssim_rgb,ssim_gray,ratio_rgb,ratio_gray,largest_component_size_gray,largest_component_size_rgb,cc_cluters_rgb,cc_clusters_gray,cluster_dist_rgb,cluster_dist_gray,dreamsim_category,lpips_score_category,sen_sim_category,clip_sim_category,mse_rgb_category,ssim_rgb_category,ratio_rgb_category,ratio_category,change_location_category,sem_mag_category,size_mag_category,scene_diversity,scene_complexity,scene_diversity_category,scene_complexity_category
modern,p2p/OpenImages/SDv4/modern.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a modern couch sitting in the middle of a forest,large,,0.3263530731201172,0.730633020401001,llama,0.5973716378211975,0.2771265506744385,0.8218279629945755,0.740234375,0.0236042801093004,0.022803599,0.617674639378391,0.7035605623587267,0.1743087768554687,0.173248291015625,14180.0,14125.0,18.0,21.0,474.1694358659231,518.5334753766523,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,2.0,2.0,low,low
in_front_of_a_window,p2p/OpenImages/SDv4/in_front_of_a_window.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a man sitting at a desk with a microphone in his hand in front of a window,small,,0.2791129350662231,0.6305555105209351,llama,0.5260673761367798,0.4324259757995605,0.8000866323709488,0.7730712890625,0.0459593893127167,0.04238944,0.3606597552861639,0.4439391965749872,0.3086700439453125,0.3025474548339844,52314.0,62851.0,35.0,37.0,640.0815928170498,640.0815928170498,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,1.0,low,low
motivated,p2p/OpenImages/SDv4/motivated.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of three motivated men standing on a podium with their arms in the air,small,,0.2921226620674133,0.3648518025875091,llama,0.3907049298286438,0.3438860177993774,0.7690378427505493,0.698486328125,0.024000077101568,0.01838532,0.4788557528130999,0.5867842419403537,0.155609130859375,0.149383544921875,7229.0,7220.0,39.0,41.0,501.97444580328704,503.2419215479877,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,2.0,4.0,low,medium
on_a_sleet_day,p2p/OpenImages/SDv4/on_a_sleet_day.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a woman wearing a colorful hat looking out over a snowy landscape on a sleet day,medium,,0.360982596874237,0.7389096021652222,llama,0.6602068543434143,0.4660041332244873,0.7722663432359695,0.7818603515625,0.040921043895627,0.03947908,0.5126999244217574,0.5787051653818407,0.2178535461425781,0.2175865173339843,28159.0,28077.0,19.0,20.0,555.5217795077791,555.5791782097024,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,2.0,2.0,low,low
man,p2p/OpenImages/SDv4/man.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a man walking a dog on a collar across a street,large,,0.3083314597606659,0.7088497877120972,llama,0.8898487687110901,0.6657000780105591,0.8390238136053085,0.7735595703125,0.2200690137253775,0.22106948,0.1603876843303333,0.208039507929708,0.8102798461914062,0.8097496032714844,208654.0,209023.0,10.0,10.0,587.7193444129056,494.6165248201864,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,1.0,low,low
remarkable,p2p/OpenImages/SDv4/remarkable.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A remarkable photo of a flock of black birds over a field,small,,0.2808724045753479,0.7417485117912292,llama,0.6795082688331604,0.5753230452537537,0.8245775550603867,0.7823486328125,0.1782401662726563,0.17868254,0.4934164087884521,0.6558667421368105,0.5651779174804688,0.5700950622558594,144958.0,117780.0,10.0,8.0,518.6222142531186,518.2392527841477,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,4.0,low,medium
"top,____+
_framed_and_displayed_in_a_kitchen","p2p/OpenImages/SDv4/top,____+
_framed_and_displayed_in_a_kitchen.jpeg",OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,"A photo of a close up of a pastry with raspberries on top, framed and displayed in a kitchen",large,,0.3320518732070923,0.7059949636459351,llama,0.3583148717880249,0.452053815126419,0.8492163568735123,0.718994140625,0.0456672876326988,0.04459315,0.4612979389035083,0.5308254142264833,0.2317314147949218,0.2316856384277343,31324.0,31791.0,31.0,32.0,523.3957751039974,521.5403285935695,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,5.0,low,medium
on_a_windy_day,p2p/OpenImages/SDv4/on_a_windy_day.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a close up of a rooster with a red comb on a windy day,medium,,0.341153472661972,0.7052591443061829,llama,0.2038992047309875,0.2066892981529235,0.844315230846405,0.7664794921875,0.0043652675012189,0.0040972186,0.7820475367978804,0.8582719225605955,0.0234565734863281,0.0250473022460937,1282.0,1251.0,12.0,13.0,395.1817488844647,474.1077089041409,bin4,bin4,bin5,bin5,bin3,bin2,bin3,,diffused,bin4,bin3,1.0,1.0,low,low
snowing_in_the_mountains,p2p/OpenImages/SDv4/snowing_in_the_mountains.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a snowman with a top hat and scarf snowing in the mountains,large,,0.3089576363563537,0.7017343640327454,llama,0.6534775495529175,0.4153629243373871,0.8067540973424911,0.710693359375,0.0801587584408891,0.06642681,0.5512465277035108,0.5998079008377901,0.6151275634765625,0.3952598571777344,61704.0,127600.0,14.0,25.0,468.6185031814578,531.2181720783456,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,2.0,2.0,low,low
stir-fry,p2p/OpenImages/SDv4/stir-fry.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,a photo of a stir-fry with pepperoni and broccoli on a plate,medium,,0.3463057279586792,0.581670343875885,llama,0.4748531579971313,0.560163140296936,0.7155071496963501,0.62744140625,0.05484748651626,0.04699382,0.4848528518448156,0.6653341947840872,0.3994522094726562,0.3592681884765625,61899.0,76258.0,12.0,12.0,573.6821058959496,574.2460190085598,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,2.0,2.0,low,low
pasture,p2p/OpenImages/SDv4/pasture.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a herd of yaks grazing in a pasture,large,,0.3136013150215149,0.7381137609481812,llama,0.8795710802078247,0.57257479429245,0.7142705321311951,0.71630859375,0.1628794566536658,0.15217042,0.2308460147280435,0.3521907581161482,0.5923843383789062,0.5837631225585938,148836.0,151097.0,10.0,9.0,593.4041497336384,594.3766229430624,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,3.0,low,low
red,p2p/OpenImages/SDv4/red.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,a photo of a large military plane flying through a red sky,medium,,0.3277520835399627,0.7412389516830444,llama,0.0512557029724121,0.102432370185852,0.8376153409481049,0.735595703125,0.0022082261600418,0.002146448,0.737378209931436,0.7777668532576403,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,-1.0,bin3,bin4,bin5,bin5,bin2,bin2,bin1,,localized,bin3,bin1,1.0,1.0,low,low
on_a_snowy_day,p2p/OpenImages/SDv4/on_a_snowy_day.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a close up of a otter in a body of water on a snowy day,medium,,0.3532408773899078,0.6788485646247864,llama,0.6035717129707336,0.440402090549469,0.814809113740921,0.7333984375,0.0464166285578263,0.03688468,0.3697893476052385,0.5167437820657409,0.3898124694824219,0.3507308959960937,60877.0,68514.0,23.0,28.0,606.5389400224107,608.5573760162862,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,2.0,2.0,low,low
silver,p2p/OpenImages/SDv4/silver.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a red flower with silver leaves in the background,small,,0.2786077558994293,0.7307059168815613,llama,0.7474114894866943,0.7392762899398804,0.6863828003406525,0.5654296875,0.2498022083134341,0.2015225,0.1680296892738503,0.3303918788030331,0.91265869140625,0.7208518981933594,180155.0,237653.0,8.0,22.0,302.4447671405016,529.5456719114146,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,1.0,low,low
on_a_sunny_day,p2p/OpenImages/SDv4/on_a_sunny_day.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a black swan swimming in a pool of water on a sunny day,medium,,0.2677968144416809,0.5636811852455139,llama,0.5562233924865723,0.5299742221832275,0.7520246803760529,0.705810546875,0.0993859372450024,0.09943102,0.4248650212974794,0.4708542327800744,0.3582229614257812,0.3589859008789062,49096.0,49199.0,13.0,12.0,541.3183828600769,543.1569236267751,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,2.0,4.0,low,medium
panoramic,p2p/OpenImages/SDv4/panoramic.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A panoramic photo of a fighter jet sitting on top of an airport tarmac,small,,0.2958735823631286,0.6910391449928284,llama,0.8323807120323181,0.6524762511253357,0.7123232185840607,0.698486328125,0.1027317151054119,0.09875091,0.3607501902187218,0.4434561028218446,0.6439895629882812,0.6187210083007812,135285.0,137179.0,9.0,7.0,516.8618350757779,292.1557808112328,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,1.0,low,low
in_the_heat,p2p/OpenImages/SDv4/in_the_heat.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a woman's black boots with a zipper in the heat,medium,,0.3167720735073089,0.6820498704910278,llama,0.2261067032814026,0.2967834770679474,0.8810652270913124,0.735107421875,0.0328933647964362,0.029914662,0.5967811187416803,0.6721895131200517,0.2854042053222656,0.2643547058105469,23455.0,11210.0,30.0,31.0,610.0655364350216,611.2593905591451,bin4,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,2.0,4.0,low,medium
sprinkles_on_top,p2p/OpenImages/SDv4/sprinkles_on_top.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a cup of hot chocolate with chocolate sprinkles on top,large,,0.3108991384506225,0.6205874085426331,llama,0.8003133535385132,0.4714411199092865,0.761384055018425,0.794189453125,0.0458997125856604,0.04135157,0.4162547739766023,0.515016180718502,0.2852783203125,0.2674293518066406,35175.0,34032.0,26.0,32.0,579.9998770358197,578.8605374277572,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,1.0,low,low
student_studying,p2p/OpenImages/SDv4/student_studying.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a student studying a book,large,,0.2558891177177429,0.4547983407974243,llama,0.5612563490867615,0.7023745775222778,0.8251773864030838,0.6943359375,0.163186992140255,0.12629808,0.2086909747807895,0.4097137105975564,0.8580703735351562,0.7384986877441406,188370.0,224158.0,3.0,10.0,270.00614171489144,513.0374858261655,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,,,,
with_a_bright_sunbeam_on_it,p2p/OpenImages/SDv4/with_a_bright_sunbeam_on_it.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a bird is perched on a bird feeder with a bright sunbeam on it,small,,0.3101469576358795,0.6581521034240723,llama,0.5174381732940674,0.4071421325206756,0.8006874471902847,0.7713623046875,0.0473193349206384,0.045872454,0.5457736045880807,0.6144915288917789,0.1821403503417968,0.1915512084960937,31150.0,31298.0,22.0,21.0,548.9971963899134,548.6753580070335,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,1.0,low,low
on_a_planet,p2p/OpenImages/SDv4/on_a_planet.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a bag of food with a picture of a man in a space suit on a planet,large,,0.2931269407272339,0.4044564664363861,llama,0.0618590116500854,0.0726629421114921,0.6145886182785034,0.673095703125,0.0032549397254561,0.0030363235,0.7765453132836321,0.7904545920529458,0.0057258605957031,0.0066795349121093,885.0,798.0,5.0,5.0,112.26688611274928,114.07162351061504,bin3,bin3,bin4,bin5,bin2,bin2,bin2,,localized,bin3,bin2,1.0,1.0,low,low
on_a_sunny_day,p2p/OpenImages/SDv4/on_a_sunny_day.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a man standing next to a yellow bike on a sunny day,medium,,0.2721892595291137,0.7734253406524658,llama,0.6240621209144592,0.6346532702445984,0.7777369171380997,0.7177734375,0.039877335234176,0.022279434,0.6159822131705669,0.7637198519049208,0.2184371948242187,0.151397705078125,22214.0,16976.0,32.0,17.0,608.0383790445675,518.4919358369766,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,1.0,low,low
map_must_be_taken,p2p/OpenImages/SDv4/map_must_be_taken.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,a photo of a frame with a map must be taken,medium,,0.2884136140346527,0.5098592638969421,llama,0.6455972790718079,0.6685527563095093,0.8414207696914673,0.705810546875,0.2697520811478633,0.26049283,0.1718221372716744,0.2693641312442231,0.8770637512207031,0.8638687133789062,225501.0,228845.0,6.0,5.0,240.57542680307176,414.1651140284212,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,1.0,low,low
tomato,p2p/OpenImages/SDv4/tomato.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,a photo of a person holding a red tomato with a green tomato inside,medium,,0.290450781583786,0.5823269486427307,llama,0.7321913838386536,0.497329980134964,0.7432806491851807,0.730224609375,0.0932104662316251,0.0884337,0.5059131979308054,0.5596359411313758,0.3297805786132812,0.3218002319335937,65514.0,67834.0,12.0,15.0,457.9714307223577,475.9402893624247,bin5,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,1.0,low,low
on_a_dry_day,p2p/OpenImages/SDv4/on_a_dry_day.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a bunch of grapes hanging from a vine on a dry day,medium,,0.2653639614582062,0.7569341659545898,llama,0.2449783682823181,0.2853423357009887,0.9433269798755646,0.8035888671875,0.0172711815810212,0.015834402,0.5432394630380981,0.5715733774072251,0.1616477966308593,0.1528396606445312,17557.0,18407.0,32.0,32.0,583.217878801658,563.6301022006066,bin4,bin5,bin5,bin5,bin4,bin1,bin5,,diffused,bin5,bin5,,,,
on_a_dinner_table,p2p/OpenImages/SDv4/on_a_dinner_table.jpeg,OpenImages,,,fake,,,a photo of a long table with purple chairs in front of a blackboard with a chalkboard on it,,p2p,SDv4,A photo of a glass of wine on a dinner table next to a bottle of wine,large,,0.2848512232303619,0.7992051839828491,llama,0.2766151428222656,0.2854708433151245,0.7959548830986023,0.795166015625,0.0289594404608503,0.023464845,0.6429258945275089,0.7515895869779037,0.2160224914550781,0.1896171569824218,18016.0,19901.0,29.0,27.0,583.3090595696801,579.803905364945,bin4,bin5,bin5,bin5,bin5,bin1,bin5,,diffused,bin5,bin5,1.0,2.0,low,low
